Parcel_No,Draw_Acres,Deed_Acres,Realkey,Ownkey,house_no,street_nam,full_add,curr_val,valchgdate,qPub_Link
015 190,8.97605,9.75,1322,7210,0,HWY 25 NORTH,0 HWY 25 NORTH,22120,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+190
015 191,0.49582,2,5040,7513,0,CRD#16,0 CRD#16,5000,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+191
015 192,21.7352,19.07,1323,15209,0,HWY 25 NORTH,0 HWY 25 NORTH,27270,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+192
015 193,0.823332,1.64,1324,7212,1566,HWY 25 NORTH,1566 HWY 25 NORTH,15060,4/24/2006,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+193
015 195,6.33494,0,1325,7369,0,,0,100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+195
015 210,17.0638,0,1326,7214,249,OLD LOUISVILLE ROAD,249 OLD LOUISVILLE ROAD,144712,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+210
015 211,3.02003,2.93,1327,15522,265,OLD LOUISVILLE ROAD,265 OLD LOUISVILLE ROAD,11958,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+211
015 212,3.50029,3.69,1328,7216,211,OLD MIDVILLE ROAD,211 OLD MIDVILLE ROAD,35092,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+212
015 213,12.6767,0,1329,7369,0,,0,100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+213
015 214,14.1412,14.5,1330,7218,0,OLD MIDVILLE ROAD,0 OLD MIDVILLE ROAD,12300,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+214
015 215,7.40554,0,1331,7219,253,OLD MIDVILLE ROAD,253 OLD MIDVILLE ROAD,76745,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+215
015 216,469.239,465.76,1332,16123,0,OLD MIDVILLE ROAD,0 OLD MIDVILLE ROAD,539560,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+216
015 217,12.8943,0,1333,16124,0,,0,1460,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+217
015 219,269,282.6,1334,16044,463,OLD LOUISVILLE ROAD,463 OLD LOUISVILLE ROAD,751524,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+219
015 220,83.7217,84.42,1335,7223,472,OLD MIDVILLE ROAD,472 OLD MIDVILLE ROAD,248831,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+220
015 220A,1.86951,2,6476,14421,464,OLD MIDVILLE ROAD,464 OLD MIDVILLE ROAD,62552,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+220A
015 223,1.57383,1.93,1338,7226,1115,OLD LOUISVILLE ROAD,1115 OLD LOUISVILLE ROAD,4825,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+223
015 224,402.417,407.07,1339,7227,0,OLD LOUISVILLE ROAD,0 OLD LOUISVILLE ROAD,663741,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+224
015 225,30.7949,30.43,1340,7228,399,CHARLIE JONES ROAD,399 CHARLIE JONES ROAD,85089,7/24/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+225
015 226,4.81774,4.57,1341,7229,0,CHARLIE JONES ROAD,0 CHARLIE JONES ROAD,49361,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+226
015 227,52.4699,52.3,1342,15597,0,CHARLIE JONES ROAD,0 CHARLIE JONES ROAD,69036,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+227
015 228,16.4064,18.54,1343,7231,0,CHARLIE JONES ROAD,0 CHARLIE JONES ROAD,36439,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+228
015 229,18.3559,18.53,1344,7232,0,CHARLIE JONES ROAD,0 CHARLIE JONES ROAD,36418,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+229
015 230,19.2057,18.54,1345,7233,0,CHARLIE JONES ROAD,0 CHARLIE JONES ROAD,35669,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+230
015 231,19.4782,18.52,1346,7234,0,CHARLIE JONES ROAD,0 CHARLIE JONES ROAD,36766,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+231
015 232,0.888555,1.47,1347,7235,625,CHARLIE JONES ROAD,625 CHARLIE JONES ROAD,101621,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+232
015 233,19.0533,17.28,1348,7236,0,CHARLIE JONES ROAD,0 CHARLIE JONES ROAD,74366,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+233
015 238,8.43563,8.21,1353,7241,0,HWY 25 NORTH,0 HWY 25 NORTH,20525,4/9/2004,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+238
015 240,0.830737,1,4929,10814,0,AZALEA TRAIL,0 AZALEA TRAIL,2000,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+240
015 241,1.8859,2,4930,10815,420,AZALEA TRAIL,420 AZALEA TRAIL,50816,6/17/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+241
015 242,0.142965,0,5038,7369,0,OLD PERKINS ROAD,0 OLD PERKINS ROAD,100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+242
015 245,13.2652,16.68,1354,7513,0,,0,33360,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+245
015 246,1.02603,1.01,5089,10974,0,AZALEA TRAIL,0 AZALEA TRAIL,2019,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+246
015 247,1.11067,1,5090,10975,0,AZALEA TRAIL,0 AZALEA TRAIL,2000,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+247
015 248,1.97342,2,5093,10978,0,AZALEA TRAIL,0 AZALEA TRAIL,3900,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+248
015 249,0.935961,1.02,5092,10977,0,AZALEA TRAIL,0 AZALEA TRAIL,4039,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+249
015 250,0.721169,1,5094,10979,0,AZALEA TRAIL,0 AZALEA TRAIL,2000,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+250
015 251,0.956463,1.03,5091,10976,451,AZALEA TRAIL,451 AZALEA TRAIL,29762,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+251
015 252,0.967409,1.03,5119,11004,12,AZALEA TRAIL,12 AZALEA TRAIL,3646,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+252
015 253,2.00818,1.25,5129,11014,0,HWY 25 NORTH,0 HWY 25 NORTH,3692,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+253
015 254,60.837,55.97,5120,11005,0,HWY 25 NORTH,0 HWY 25 NORTH,67164,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+254
015 255,0.929454,1.04,5121,11007,0,AZALEA TRAIL,0 AZALEA TRAIL,1662,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+255
015 256,0.875281,1.04,5122,11007,0,AZALEA TRAIL,0 AZALEA TRAIL,1662,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+256
015 257,0.996828,1.05,5123,11007,0,AZALEA TRAIL,0 AZALEA TRAIL,1677,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+257
015 258,0.880697,1.05,5124,11007,0,AZALEA TRAIL,0 AZALEA TRAIL,1677,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+258
015 259,0.897093,1,5125,11010,0,AZALEA TRAIL,0 AZALEA TRAIL,1600,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+259
015 260,0.990802,1,5126,11011,0,AZALEA DRIVE,0 AZALEA DRIVE,1600,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+260
015 261,0.915648,1,5127,11012,0,AZALEA DRIVE,0 AZALEA DRIVE,1600,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+261
015 262,0.987102,1,5128,11013,0,AZALEA DRIVE,0 AZALEA DRIVE,1600,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+262
015 264,0.719268,1.01,5186,11071,435,AZALEA TRAIL,435 AZALEA TRAIL,16973,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+264
015 265,0.936795,1,5187,11072,431,AZALEA TRAIL,431 AZALEA TRAIL,17122,6/17/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+265
015 266,3.74687,4.07,5220,11105,0,PERKINS ROAD,0 PERKINS ROAD,7250,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+266
015 267,2.55941,2.38,5291,15337,0,HWY 25 NORTH,0 HWY 25 NORTH,66700,7/11/2012,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+267
015 268,9.24401,8,5288,14904,430,PERKINS ROAD,430 PERKINS ROAD,117574,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+268
015 269,3.07536,2.95,5290,11175,0,HWY 25 NORTH,0 HWY 25 NORTH,19200,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+269
015 270,5.57908,4.87,5289,11174,418,CHARLIE JONES ROAD,418 CHARLIE JONES ROAD,200037,7/14/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+270
015 271,1.02287,1,5287,11172,537,AZALEA TRAIL,537 AZALEA TRAIL,17392,6/17/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+271
015 272,10.6559,11.97,5292,5850,0,OLD LOUISVILLE ROAD,0 OLD LOUISVILLE ROAD,59219,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+272
015 273,23.5983,20.06,5284,11169,0,CHARLIE JONES ROAD,0 CHARLIE JONES ROAD,11862,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+273
015 278,3.04282,3.39,5343,11228,497,PERKINS ROAD,497 PERKINS ROAD,24612,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+278
015 279,2.24169,2.11,5427,11312,205,OLD LOUISVILLE ROAD,205 OLD LOUISVILLE ROAD,23748,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+279
015 280,7.08726,5.3,5554,14905,0,PERKINS ROAD,0 PERKINS ROAD,4200,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+280
015 281,2.07271,2,5553,11438,269,PERKINS ROAD,269 PERKINS ROAD,18895,6/17/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+281
015 282,3.24343,2.56,5552,11437,0,HARVEY STREET,0 HARVEY STREET,4611,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+282
015 283,2.93133,3,5572,11457,0,MILLEN BYPASS,0 MILLEN BYPASS,235611,7/1/2008,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+283
015 286,0.889687,1,5869,16217,516,BLUE BIRD LANE,516 BLUE BIRD LANE,110460,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+286
015 287,21.4726,22.49,5870,15490,0,OLD MIDVILLE ROAD,0 OLD MIDVILLE ROAD,42482,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+287
015 288,21.2151,22.08,5925,12590,301,MULKEY ROAD,301 MULKEY ROAD,50705,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+288
015 289,24.2455,20.65,6062,15320,0,MULKEY ROAD,0 MULKEY ROAD,41300,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+289
015 290,6.41257,8.16,6063,12771,0,MULKEY ROAD,0 MULKEY ROAD,42300,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+290
015 290A,17.7652,16.38,6191,13213,0,MULKEY ROAD,0 MULKEY ROAD,84900,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+290A
015 291,4.74237,5,6064,12772,4903,GAY TERRACE,4903 GAY TERRACE,178029,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+291
015 292,26.977,27.56,6065,12773,0,CHARLIE JONES ROAD,0 CHARLIE JONES ROAD,48164,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+292
015 295,3.23511,2.96,6068,12776,0,MILLEN BYPASS ROAD,0 MILLEN BYPASS ROAD,85610,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+295
015 296,2.38035,2.79,6069,12777,0,BY PASS ROAD,0 BY PASS ROAD,6725,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+296
015 300,2.17485,2,6122,16561,784,HERMANS ROAD,784 HERMANS ROAD,60594,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+300
015 301,27.8944,28.58,6123,13047,0,OLD LOUISVILLE ROAD,0 OLD LOUISVILLE ROAD,45872,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+301
015 302,1.8703,2.01,6124,13048,0,OLD MIDVILLE ROAD,0 OLD MIDVILLE ROAD,17009,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+302
015 303,116.749,114.18,6125,13049,0,OLD MIDVILLE ROAD,0 OLD MIDVILLE ROAD,209242,4/2/2013,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+303
015 304,2.12226,2.8,6130,13646,383,MULKEY ROAD,383 MULKEY ROAD,41286,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+304
015 305,1.92048,2,6126,13050,0,MULKEY ROAD,0 MULKEY ROAD,16000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+305
015 306,2.13938,2,6134,13057,377,MULKEY ROAD,377 MULKEY ROAD,116700,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+306
015 307,1.9618,2,6133,13056,0,MULKEY ROAD,0 MULKEY ROAD,151000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+307
015 308,2.07992,2,6127,13120,0,MULKEY ROAD,0 MULKEY ROAD,16000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+308
015 309,2.0162,2,6128,13051,0,MULKEY ROAD,0 MULKEY ROAD,16000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+309
015 310,1.91956,2,6129,13052,0,MULKEY ROAD,0 MULKEY ROAD,16000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+310
015 311,69.2802,69.16,6640,15717,0,,0,78555,9/11/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=015+311
016 016,4.5706,0,1359,15563,0,,0,8600,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+016
016 017,1.81331,0,1360,15564,0,,0,3660,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+017
016 018,1.81604,0,1361,15565,0,,0,3840,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+018
016 019,1.74714,0,1362,7250,0,KAYLEY DRIVE,0 KAYLEY DRIVE,3720,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+019
016 020,1.6962,0,1363,7251,0,KAYLEY DRIVE,0 KAYLEY DRIVE,3700,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+020
016 021,2.26329,2.06,5155,11040,3052,KAYLEY DRIVE,3052 KAYLEY DRIVE,64878,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+021
016 030,2.09853,0,1372,7260,701,HWY 17 NORTH,701 HWY 17 NORTH,182215,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+030
016 031,2.24975,0,1373,7261,0,HWY 17,0 HWY 17,12000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+031
016 032,2.15052,0,1374,7262,689,HWY 17 NORTH,689 HWY 17 NORTH,67635,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+032
016 033,2.10172,0,1375,7263,681,HWY 17 NORTH,681 HWY 17 NORTH,70943,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+033
016 034,4.42784,0,1376,15701,673,HWY 17 NORTH,673 HWY 17 NORTH,75606,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+034
016 036,13.3117,12,1377,7265,0,,0,19140,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+036
016 037,11.0086,11.87,1378,7266,643,HWY 17 NORTH,643 HWY 17 NORTH,199672,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+037
016 038,30.6372,36,1379,7267,603,HWY 17 NORTH,603 HWY 17 NORTH,176782,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+038
016 039,12.8535,12,1380,7268,0,HWY 17 NORTH,0 HWY 17 NORTH,11484,3/2/2010,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+039
016 039A,20.4817,18,1761,7648,587,HWY 17 NORTH,587 HWY 17 NORTH,121592,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+039A
016 039B,26.8393,30,1381,7269,0,KAYLEY DRIVE,0 KAYLEY DRIVE,39600,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+039B
016 040,157.88,165.93,1382,7270,409,HWY 17 NORTH,409 HWY 17 NORTH,230559,6/17/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+040
016 040A,13.4412,13.31,6460,14369,409,HWY 17 NORTH,409 HWY 17 NORTH,183831,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+040A
016 041,1.04649,1,1383,7271,0,HWY 17 NORTH,0 HWY 17 NORTH,2200,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+041
016 042,65.2871,62.19,1384,7272,510,HWY 17 NORTH,510 HWY 17 NORTH,165060,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+042
016 043,9.10336,0,1385,7273,173,EDWARD DRIVE,173 EDWARD DRIVE,123690,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+043
016 044,9.88686,10.6,1386,7274,0,HWY 17 NORTH,0 HWY 17 NORTH,9710,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+044
016 045,9.40303,10,1387,7275,0,HWY 17 NORTH,0 HWY 17 NORTH,6000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+045
016 046,9.63729,0,1388,15920,498,HWY 17 NORTH,498 HWY 17 NORTH,137907,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+046
016 047,5.15,0,1389,7277,456,HWY 17 NORTH,456 HWY 17 NORTH,82241,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+047
016 048,4.47144,4.5,1390,7278,422,HWY 17 NORTH,422 HWY 17 NORTH,125337,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+048
016 049,5.25877,0,1391,7279,0,HWY 17 NORTH,0 HWY 17 NORTH,3000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+049
016 049A,4.56563,5,1392,7280,452,HWY 17 NORTH,452 HWY 17 NORTH,81632,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+049A
016 050,2.0739,1.95,1393,7281,133,EDWARD DRIVE,133 EDWARD DRIVE,21968,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+050
016 051,2.44576,2.25,1394,7282,136,EDWARD DRIVE,136 EDWARD DRIVE,58916,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+051
016 051A,0.638541,0.51,6315,13678,0,,0,7728,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+051A
016 052,2.03585,0,1395,7283,152,EDWARD DRIVE,152 EDWARD DRIVE,17073,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+052
016 053,2.29894,0,1396,15357,0,EDWARD DR,0 EDWARD DR,11636,6/28/2013,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+053
016 054,2.4729,0,1397,7285,170,EDWARD DRIVE,170 EDWARD DRIVE,20789,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+054
016 055,1.66867,0,1398,7286,198,EDWARD DRIVE,198 EDWARD DRIVE,31707,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+055
016 056,3.72074,0,1399,7287,169,ANNORA DRIVE,169 ANNORA DRIVE,17929,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+056
016 057,1.42786,1.42,1400,7288,159,ANNORA DRIVE,159 ANNORA DRIVE,20015,6/17/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+057
016 058,1.97982,2.12,1401,7289,153,ANNORA DRIVE,153 ANNORA DRIVE,53850,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+058
016 059,1.48555,0,1402,7290,0,ANNORA DRIVE,0 ANNORA DRIVE,2500,7/8/2003,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+059
016 060,2.09372,0,1403,7291,137,ANNORA DRIVE,137 ANNORA DRIVE,87046,7/25/2009,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+060
016 061,0.47249,0,1404,7292,0,ANNORA DRIVE,0 ANNORA DRIVE,1000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+061
016 063,3.04427,2.8,1406,7294,123,ANNORA DRIVE,123 ANNORA DRIVE,28443,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+063
016 065,2.21668,0,1408,7296,115,EDWARD DRIVE,115 EDWARD DRIVE,6200,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+065
016 066,4.89216,1.9,1409,7297,0,TERRI DRIVE,0 TERRI DRIVE,3800,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+066
016 067,1.6004,0,1410,7298,109,ANNORA DRIVE,109 ANNORA DRIVE,14784,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+067
016 068,2.55416,0,1411,7299,107,GAYLE DRIVE,107 GAYLE DRIVE,114350,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+068
016 069,1.79901,2.5,1412,7300,122,ANNORA DRIVE,122 ANNORA DRIVE,131584,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+069
016 070,2.02083,0,1413,7301,124,ANNORA DRIVE,124 ANNORA DRIVE,57393,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+070
016 071,1.87943,0,1414,7302,138,ANNORA DRIVE,138 ANNORA DRIVE,37327,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+071
016 072,1.72075,0,1415,7303,144,ANNORA DRIVE,144 ANNORA DRIVE,74392,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+072
016 073,4.31669,0,1416,7304,0,AMANDA DRIVE,0 AMANDA DRIVE,9580,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+073
016 074,1.15983,0,1417,15485,128,AMANDA DRIVE,128 AMANDA DRIVE,55842,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+074
016 075,1.54057,0,1418,7303,0,ANNORA DRIVE,0 ANNORA DRIVE,3460,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+075
016 076,6.50611,0,1419,7307,0,GAYLE DRIVE,0 GAYLE DRIVE,3900,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+076
016 077,2.38368,0,1420,16398,132,AMANDA DRIVE,132 AMANDA DRIVE,20039,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+077
016 078,0.707849,0,1421,15352,223,OLD LOUISVILLE ROAD,223 OLD LOUISVILLE ROAD,36434,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+078
016 078A,0.264887,0,1422,15353,0,OLD LOUISVILLE ROAD,0 OLD LOUISVILLE ROAD,1980,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+078A
016 079,0.935641,0,1423,16398,0,AMANDA DRIVE,0 AMANDA DRIVE,6000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+079
016 080,1.05245,0,1424,7312,209,OLD LOUISVILLE ROAD,209 OLD LOUISVILLE ROAD,38805,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=016+080
