realkey,ownkey,house_no,extension,stdirect,sttype,street_nam,unit,landlot,landdist,landgmd,zoningcode,return_val,assess_rsn,parcel_no,legal_desc,val_chg,prev_val,curr_val,valchgdate,land_type,taxdistric,homeexempt,cuv_renew,orighomval,currhomval,reviewdate,datenow,appraiser,pcy,ccy,hcy,ovrideval,influence1,influence2,influence3,influence4,influence5,influence6,influence7,infltype1,infltype2,infltype3,infltype4,infltype5,infltype6,infltype7,digclass,digstrat,topography,water,sewer,gas,electricty,roadstreet,roadclass,distdrain,nbrstatus,zoning,acc,desire,a_value,p_value,woodacres,totalacres,vendno,histval,fuserid,neighbhood,newownrflg,splitsflg,homedate,spdist,realgrowth,inflgrowth,acctstatus,histyr1,histval1,histyr2,histval2,histyr3,histval3,lat,lon,apprname,alternate,land_appr,ovrdate,ovr_rsn,a_calc,p_calc,ezy,ez_exempt,quad,income,exists,subd_name,subd_lot,subd_blk,subd_sec,subd_phse,io_name,io_date,ovr_acres,parcel_no2,boe_year,boe_value,createdate,zip,statehsval,flcy,fl08val,flbaseval,fl08acres,flappnum,fl08perac,mavorig,mavcurr,mavag,mavpref,mavprev,mavovr,fmvres,fmvcom,fmvacc,mavres,mavcom,mavacc,sale_val,saleland1,saleland2,saleimpcs1,saleimp1,saleimpcs2,saleimp2,returnmail,orighsval2,currhsval2,covhs,covparent,covrealkey,siteaddid,unittype
40,20244,1261,,E,,GA HWY 26,,9,21,,,0,,B53    064,1261 HWY 26 E,0,81986,81986,18991230,3,02,S1,0,0,0,9/10/2007,10/8/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,3,C,11184,0,0.00,2.00,,0,,,0,0,6/21/2004,0,0,0,-1,2012,81986,2011,81986,2010,86769,,,"MARC BOHN, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M32    082,0,0,18991230,,0,,12144,12144,2.00,,6072.00,0,0,0,0,0,0,66906,0,3896,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
43,12798,0,,S,,GA HWY 87,,,,,,0,,B49    049,,0,4300,4300,18991230,1,02,S0,0,0,0,12/19/2007,4/22/2008,debbie,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,E,1,001,001,001,001,001,001,001,001,001,001,1,B,4300,0,0.00,0.43,,0,,,0,0,1/1/2002,0,0,0,-1,2012,4300,2011,4300,2010,4300,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M21A   058,0,0,18991230,,0,,4300,4300,0.43,,10000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
44,12799,328,,,,GA HWY 126,,114,21,,,0,,B38B   073,328 HWY 126,0,153989,153989,18991230,3,02,S1,0,0,0,12/13/2007,9/13/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,3,B,38660,0,0.00,10.14,,0,,,0,0,2/9/2004,0,0,0,-1,2012,153989,2011,153989,2010,166252,,,"CLEGG BAZEMORE, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M27    003C,0,0,18991230,,0,,41797,41797,10.14,,4121.99,0,0,0,0,0,0,106880,0,8449,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
45,20225,0,,,RD,JONES,,85,21,,,0,,B50    166,,0,50067,50067,18991230,1,02,S0,0,0,0,11/6/2007,10/22/2012,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,3,C,8520,0,0.00,1.70,,0,,,0,0,18991230,0,0,0,-1,2012,50067,2011,50067,2010,56305,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M27B   003,0,0,18991230,,0,,8520,8520,1.70,,5011.76,0,0,0,0,0,0,39151,0,2396,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
46,12801,243,,,RD,BATES,,,,,,0,,B47    005,243 BATES RD,0,106761,106761,18991230,3,02,S0,0,0,0,11/14/2007,3/7/2012,maryjohill,,2009,,0,1.00,1.00,0.95,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,001,002,002,001,002,003,004,003,002,004,1,C,0,61617,19.00,21.70,,0,,,0,0,1/5/2009,0,0,0,-1,2012,106761,2011,106687,2010,114645,,,"MARC BOHN, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M15    037,2008,119984,18991230,,0,,66882,66882,21.70,,3082.12,0,0,0,0,0,0,41495,0,3649,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
47,12802,927,,S,,GA HWY 87,,,,,,0,,B48    090,927 HWY 87 SOUTH,0,88534,88534,5/6/2011,1,02,S1,0,0,0,11/9/2007,4/26/2010,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,1,C,13090,0,0.00,2.38,,0,,,0,0,18991230,0,0,0,-1,2012,88534,2011,88534,2010,95018,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M21    009,0,0,18991230,,0,,13090,13090,2.38,,5500.00,0,0,0,0,0,0,70848,0,4596,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
49,12804,0,,,RD,GOLDSBORO-REBIE,,101,22,,,0,,B74    062,,0,72732,72732,18991230,3,02,S0,-1,0,0,11/5/2007,10/2/2012,sue,,2010,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,001,001,001,001,001,002,004,003,002,004,5,C,0,72732,6.00,32.16,,0,,,0,0,8/20/1998,0,0,0,-1,2012,72732,2011,57099,2010,57099,,,CHRIS KIGHT - AVTACS,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M44    048,0,0,18991230,,0,,57099,57099,32.16,,1775.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
50,12805,299,,,RD,CANNON,,,,,,0,,B81    043,299 CANNON RD/MOBILE HOME,-1,69013,68159,1/10/2014,3,02,S1,0,0,0,10/11/2007,10/25/2012,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,002,002,002,002,002,004,003,002,001,5,D,35734,0,0.00,19.40,,0,,,0,0,8/20/1998,0,0,0,-1,2012,68543,2011,62314,2010,65201,,,"CLEGG BAZEMORE, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M45    025,0,0,18991230,,0,,31788,31788,19.40,,1638.56,0,0,0,0,0,0,29883,0,3396,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
51,12806,0,,,,,,,,,,0,,B81    003,,0,5167,5167,5/5/2011,3,02,S0,0,0,0,10/11/2007,12/15/2007,debbie,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,5,C,5167,0,0.00,1.00,,0,,,0,0,3/31/2003,0,0,0,-1,2012,5167,2011,4950,2010,4950,,,"CLEGG BAZEMORE, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M45    016,0,0,18991230,,0,,4950,4950,1.00,,4950.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
52,12807,212,,,RD,SALEM CHURCH,,70,22,,,0,,B73    016,212 SALEM CHURCH RD,0,136447,136447,18991230,3,02,S4,-1,0,0,11/15/2007,9/12/2013,sue,,2009,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,001,001,001,001,001,001,001,001,001,001,5,C,0,123206,0.00,50.20,,0,,,0,0,1/1/2002,0,0,0,-1,2012,136447,2011,120502,2010,123437,,,CHRIS KIGHT - AVTACS,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M44    057,0,0,18991230,,19066,,107261,107261,50.20,,2136.67,0,0,0,0,0,0,10845,0,2396,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
53,12808,165,,,RD,PEBBLE HILLS,,,,,,0,,B50    116,165 PEBBLE HILLS RD/MOBILE HOME,-1,34269,33608,1/10/2014,1,02,S1,0,0,0,10/26/2007,4/29/2010,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,3,C,4650,0,0.00,0.93,,0,,,0,0,18991230,0,0,0,-1,2012,31498,2011,25227,2010,32102,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,13,,,,,18991230,0.00,M20G   013,0,0,18991230,,0,,4650,4650,0.93,,5000.00,0,0,0,0,0,0,26523,0,3096,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
54,12809,0,,,RD,ALLEN RANCH,,,,,,0,,B73    058 BO,610 ALLEN RANCH RD,0,3470,3470,5/6/2011,3,02,S0,0,0,0,11/20/2007,8/1/2008,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,1,001,001,001,001,001,001,001,001,001,001,0,A,0,0,0.00,0.00,,0,,,0,0,8/19/1998,0,0,0,-1,2012,3470,2011,3470,2010,3958,,,CHRIS KIGHT - AVTACS,"CLEGG BAZEMORE, AVTACS",,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M45    002A,0,0,18991230,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,3270,0,200,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
55,12810,0,,,RD,GOLDSBORO-REBIE,,101,22,,,0,,B74    061,"LL101, 22LD TRACT 4 20.46 TRACT 4A",0,68944,68944,18991230,3,02,S0,-1,0,0,11/5/2007,3/15/2012,casey,,2012,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,001,001,001,001,001,002,004,003,002,004,5,C,0,68944,26.25,32.15,,0,,,0,0,8/20/1998,0,0,0,-1,2012,68944,2011,53568,2010,53568,,,CHRIS KIGHT - AVTACS,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M44    047,0,0,18991230,,0,,53568,53568,32.15,,1666.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
56,12811,0,,,,GA HWY 26,,112,22,,,0,,B74    034,"LL 112,99,100  22LD",0,245066,245066,5/6/2011,3,02,S0,-1,0,0,11/5/2007,3/15/2011,casey,,2009,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,001,002,002,002,002,002,004,003,002,004,3,E,0,214650,141.20,185.70,,0,,,0,0,1/1/2002,0,0,0,-1,2012,245066,2011,245066,2010,254563,,,CHRIS KIGHT - AVTACS,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M44    020,0,0,18991230,,0,,218488,218488,185.70,,1176.56,0,0,0,0,0,0,26820,0,3596,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
57,12812,111,,,DR,CAROL,,,,,,0,,B37A   178,111 CAROL DR,0,103113,103113,5/6/2011,1,02,S1,0,0,0,12/7/2007,3/27/2008,marc,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,003,003,002,002,003,005,003,003,001,2,C,12000,0,0.00,1.16,,0,,,0,0,8/3/1998,0,0,0,-1,2012,103113,2011,103113,2010,111777,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M20C   006,0,0,18991230,,0,,12000,12000,1.16,,10344.83,0,0,0,0,0,0,86924,0,4189,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
58,19785,465,,,RD,ALLEN RANCH,,49,22,,,0,,B72    036,465 ALLEN RANCH RD,0,40648,40648,18991230,3,02,S1,0,0,0,11/1/2007,9/12/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,002,002,001,002,003,004,003,003,001,5,C,23138,0,0.00,7.00,,0,,,0,0,8/18/1998,0,0,0,-1,2012,40648,2011,39675,2010,42879,,,"CLEGG BAZEMORE, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M39    064,0,0,18991230,,0,,22165,22165,7.00,,3166.43,0,0,0,0,0,0,13514,0,3996,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
59,12814,610,,,RD,ALLEN RANCH,,73,22,,,0,,B73    058,610 ALLEN RANCH RD,0,335738,335738,18991230,3,02,S4,0,0,0,11/20/2007,10/5/2012,maryjohill,,2009,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,001,001,001,001,001,002,004,003,002,004,5,C,0,286042,12.00,178.18,,0,,,0,0,1/29/2007,0,0,0,-1,2012,335738,2011,285486,2010,292630,,,CHRIS KIGHT - AVTACS,"CLEGG BAZEMORE, AVTACS",LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M45    002,0,0,18991230,,51568,,235790,235790,178.18,,1323.32,0,0,0,0,0,0,41004,0,8692,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
60,12815,0,,,RD,REBIE,,46,22,,,0,,B72    049,"LL46,47,75  22LD",0,185418,185418,5/6/2011,3,02,S4,0,0,0,11/1/2007,4/25/2011,sue,,2008,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,001,001,001,001,001,001,001,001,001,001,5,C,0,135181,60.30,80.63,,0,,,0,0,3/14/2011,0,0,0,-1,2012,185418,2011,149726,2010,154757,,,"CLEGG BAZEMORE, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M40    039,0,0,18991230,,51207,,99489,99489,80.63,,1233.90,0,0,0,0,0,0,47541,0,2696,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
61,12816,0,,,RD,GOLDSBORO-REBIE,,101,22,,,0,,B74    058,LL101-22LD,0,72802,72802,18991230,3,02,S0,0,0,0,11/5/2007,1/7/2013,casey,2010,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,P,5,001,001,001,001,001,001,004,003,002,004,5,C,0,72802,2.00,32.15,,0,,,0,0,8/20/1998,0,0,0,-1,2012,72802,2011,61977,2010,61977,,,CHRIS KIGHT - AVTACS,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M44    044,0,0,18991230,,0,,61977,61977,32.15,,1927.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
62,9520,661,,,RD,LIMESTONE,,214,21,,,0,,B36    016,661 LIMESTONE RD,0,112235,112235,5/6/2011,3,02,S3,0,0,0,1/14/2008,2/6/2008,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,1,C,31045,0,0.00,7.41,,0,,,0,0,1/23/2008,0,0,0,-1,2012,112235,2011,112235,2010,122650,,,"MARC BOHN, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M13    020,0,0,18991230,,0,,33708,33708,7.41,,4548.99,0,0,0,0,0,0,73227,0,7963,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
63,12818,882,,,RD,DAISY ADAMS,,,,,,0,,B41    058,882 DAISY ADAMS RD,0,67414,67414,18991230,3,02,S4,0,0,0,9/4/2007,9/12/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,3,C,6078,0,0.00,1.00,,0,,,0,0,1/1/2002,0,0,0,-1,2012,67414,2011,67414,2010,74500,,,"MARC BOHN, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M31    048,0,0,18991230,,66114,,6600,6600,1.00,,6600.00,0,0,0,0,0,0,57640,0,3696,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
64,12819,1055,,W,,GA HWY 26,,294,21,,,0,,B12    021,1055 HWY 26 W,0,24896,24896,18991230,1,02,S0,0,0,0,6/1/2007,10/20/2011,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,1,B,6000,0,0.00,1.00,,0,,,0,0,18991230,0,0,0,-1,2012,24896,2011,24896,2010,28283,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M05    018,0,0,18991230,,0,,6000,6000,1.00,,6000.00,0,0,0,0,0,0,16200,0,2696,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
65,12820,0,,,RD,GOLDSBORO-REBIE,,,,,,0,,B74    063,,0,70030,70030,5/5/2011,3,02,S0,0,0,0,11/5/2007,2/1/2008,mary jo,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,A,5,001,001,001,001,001,001,001,001,001,001,5,C,70030,0,8.16,31.16,,0,,,0,0,8/20/1998,0,0,0,-1,2012,70030,2011,56306,2010,56306,,,CHRIS KIGHT - AVTACS,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M44    049,0,0,18991230,,0,,56306,56306,31.16,,1807.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
66,12820,0,,,RD,GOLDSBORO-REBIE,,101,22,,,0,,B74    063A,LL240-21LD PARCEL A & B,0,5167,5167,5/5/2011,3,02,S0,0,0,0,11/5/2007,2/1/2008,mary jo,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,5,C,5167,0,0.00,1.00,,0,,,0,0,8/20/1998,0,0,0,-1,2012,5167,2011,4950,2010,4950,,,CHRIS KIGHT - AVTACS,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M44    049A,0,0,18991230,,0,,4950,4950,1.00,,4950.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
68,20862,113,,,RD,JONES,,85,21,,,0,,B51    023,113 JONES RD,0,67833,67833,18991230,1,02,S1,0,0,0,11/15/2007,9/11/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,3,C,5000,0,0.00,1.00,,0,,,0,0,3/2/2006,0,0,0,-1,2012,67833,2011,67833,2010,73129,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M27B   004,0,0,18991230,,0,,5000,5000,1.00,,5000.00,0,0,0,0,0,0,58432,0,4401,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
69,12824,151,,,DR,FAIRWAY,,84,21,,,0,,B51    050,151 FAIRWAY DR/LOTS 10/11/12,0,113835,113835,18991230,1,02,S1,0,0,0,11/19/2007,9/28/2012,maryjohill,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,3,C,26026,0,0.00,7.22,,0,,,0,0,7/20/1998,0,0,0,-1,2012,113835,2011,113835,2010,121674,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M27A   016,0,0,18991230,,0,,26026,26026,7.22,,3604.71,0,0,0,0,0,0,66464,0,21345,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
70,12825,0,,,HWY,CARY,,,,,,0,,B66    001,,0,353754,353754,5/5/2011,3,02,S0,0,0,0,9/26/2007,3/15/2011,casey,,2009,,0,1.00,0.91,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,001,001,001,001,001,001,001,001,001,001,3,C,0,353754,312.90,323.90,,0,,,0,0,8/18/1998,0,0,0,-1,2012,353754,2011,348180,2010,348180,,,"MARC BOHN, AVTACS","CLEGG BAZEMORE, AVTACS",LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M42    013,0,0,18991230,,0,,348180,348180,323.90,,1074.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
71,12826,618,,,RD,MOUNT CARMEL CHURCH,,,,,,0,,B67    022,618 MT CARMEL CH RD (CAMPHOUSE),0,1389181,1389181,5/6/2011,3,02,S0,0,0,0,10/18/2007,3/15/2011,casey,,2009,,0,1.00,0.87,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,001,001,001,001,001,001,001,001,001,001,2,C,0,1297334,555.58,1039.48,,0,,,0,0,8/21/1998,0,0,0,-1,2012,1389181,2011,1383375,2010,1392214,,,"MARC BOHN, AVTACS","CLEGG BAZEMORE, AVTACS",LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M47    013,0,0,18991230,,0,,1291528,1291528,1039.48,,1242.48,0,0,0,0,0,0,47788,0,44059,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
72,12827,0,,,RD,MOUNT CARMEL CHURCH,,,22,,,0,,B77    005,LL 178/183,0,340466,340466,5/5/2011,3,02,S0,0,0,0,11/6/2007,3/15/2011,casey,,2009,,0,1.00,0.80,0.95,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,001,001,001,001,001,001,001,001,001,001,3,C,0,340466,184.00,300.75,,0,,,0,0,8/24/1998,0,0,0,-1,2012,340466,2011,340466,2010,345894,,,CHRIS KIGHT - AVTACS,"CLEGG BAZEMORE, AVTACS",LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M47    020,0,0,18991230,,0,,345894,345894,300.75,,1150.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
73,20231,111,,,RD,MOUNT CARMEL CHURCH,,180,22,,,0,,B68    036,111 MT CARMEL CH RD--PRT LOTS 17/18 & 1,0,170341,170341,5/6/2011,3,02,S1,0,0,0,10/5/2007,9/12/2008,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,002,002,001,002,003,003,003,003,001,2,C,35009,0,0.00,10.00,,0,,,0,0,1/13/2006,0,0,0,-1,2012,170341,2011,170341,2010,184018,,,"MARC BOHN, AVTACS","CLEGG BAZEMORE, AVTACS",LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M47    227,0,0,18991230,,0,,38008,38008,10.00,,3800.80,0,0,0,0,0,0,132936,0,2396,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
74,12829,121,,,DR,DUSKIN,,187,21,,,0,,B25B   048,121 DUSKIN DR,0,9816,9816,18991230,1,02,S0,0,0,0,8/14/2007,10/19/2011,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,2,C,7500,0,0.00,1.00,,0,,,0,0,18991230,0,0,0,-1,2012,9816,2011,24546,2010,24730,,,"MARC BOHN, AVTACS",,"MARC BOHN, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M13A   024A,0,0,18991230,,0,,7500,7500,1.00,,7500.00,0,0,0,0,0,0,0,0,2316,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
75,12830,608,,,,GA HWY 126,,,,,,0,,B51    180,608 HWY 126,0,6863,6863,18991230,1,02,S0,0,0,0,11/21/2007,1/16/2014,lisa,,,,0,1.00,1.00,1.00,1.00,1.00,0.82,1.00,001,002,003,004,005,006,012,R,3,001,001,001,001,001,001,001,001,001,001,3,C,1845,0,0.00,0.30,,0,,,0,0,18991230,0,0,0,-1,2012,6863,2011,6863,2010,26101,,,"CLEGG BAZEMORE, AVTACS",,"CLEGG BAZEMORE, AVTACS",18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M27    078,0,0,18991230,,0,,2250,2250,0.30,,7500.00,0,0,0,0,0,0,5018,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
76,12831,0,,,RD,MAGNOLIA,,256,21,,,0,CA,B06    001,"LL256,284,285,286,287-21LD",-1,558027,558028,18991230,3,02,S0,0,0,0,5/29/2007,2/7/2014,lisa,,2014,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,001,001,001,001,001,002,004,002,002,004,4,C,2405,553227,178.91,510.00,,0,,,0,0,18991230,0,0,0,-1,2012,558027,2011,558027,2010,599865,,,LISA HODGES,,LISA HODGES,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M03    002 COV,0,0,18991230,,0,,596865,596865,510.00,,1170.32,0,0,0,0,0,0,0,0,2396,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
77,12832,128,,,RD,MAGNOLIA,,256,21,,,0,,B06    001A,128 MAGNOLIA RD,0,98964,98964,18991230,3,02,SC,0,0,0,5/29/2007,9/12/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,001,001,001,001,001,001,001,001,001,001,4,C,5471,0,0.00,1.00,,0,,,0,0,3/1/2007,0,0,0,-1,2012,98964,2011,98964,2010,94389,,,CASEY WARREN,LEE ANNE BEARD,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M03    002,0,0,18991230,,95164,,5940,5940,1.00,,5940.00,0,0,0,0,0,0,83321,0,10172,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
78,12833,0,,,RD,MAGNOLIA,,VAR,21,,,0,,B07    002,"21 & 24 LD LL 256, 284, 285, 286, 353, 3",0,675552,675552,5/6/2011,3,02,S0,0,0,0,5/29/2007,3/15/2011,casey,,2009,,0,1.00,1.00,0.95,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,001,001,001,001,001,002,004,003,002,004,4,C,0,642728,396.54,651.00,,0,,,0,0,18991230,0,0,0,-1,2012,675552,2011,675552,2010,708292,,,"DEBBIE GRIGGERS, AVTACS",,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,M03    001 PA,0,0,18991230,,0,,670100,670100,651.00,,1029.34,0,0,0,0,0,0,29928,0,2896,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
